"persid";"estanid";"perfilid";"perfil";"perfilgrupo"
"5f0dfbdbd";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"ff6b96748";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"0e41ca4ee";"0014PB065";"30011";"OFICIAL PRIMERA LABORATORIO";"PAS"
"17262dd30";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"3dff6543a";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"843a36a6f";"0033PB027";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"6bca2b581";"0005PB013";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"a4ad57200";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"31bfd4d4e";"0016PB016";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"74c133abf";"0000PB997";"SP011";"BECARIO";"PDI"
"134b72375";"0000PB997";"CARGO";"CARGO";"OTROS"
"023d7a14d";"0015PB014";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"3d512ff5c";"0000PB997";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"f118c90c8";"0000PB997";"SP011";"BECARIO";"PDI"
"763e31eef";"0033PB025";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"3fa60b6f1";"0028PB056";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"70aaccd96";"0000PB997";"CARGO";"CARGO";"OTROS"
"b974a3261";"0033PB081";"TECMBA";"TECNICO MEDIO DE BIBLIOTECAS Y ARCHIVOS";"CAMBIAR"
"357957c0f";"0007PB013";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"83e39a511";"0007PB008";"CARGO";"CARGO";"OTROS"
"b654c2d80";"0005PB013";"7019";"E. ANALISTA-PROGRA. DE LA UNIV. DE ALIC.";"PAS"
"11efbf389";"0000PB997";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"29986d5c0";"0027PB010";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"5fcb8b414";"0016PB016";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"c4be96881";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f0260bf16";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"548101992";"0007PB034";"10015";"TECNICO SUPERIOR";"PAS"
"b068c3c7b";"0000PB997";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"ba12a552e";"0033PB027";"7003";"E. AYUDANTES ARC, BIB Y C. DOCUM U. A.";"PAS"
"b79aba486";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"8f8bc6f0f";"0015PB069";"A0504";"Profesor titular universidad";"PDI"
"2dca67a06";"0020PB029";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"1ea241116";"0027PB006";"SP011";"BECARIO";"PDI"
"82c4e90e1";"0007PB049";"A0504";"Profesor titular universidad";"PDI"
"b2aa87219";"0019PB031";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"69bb14554";"0007PB036";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"23c8be0aa";"0000PB997";"SP011";"BECARIO";"PDI"
"bf152f556";"0000PB997";"SP011";"BECARIO";"PDI"
"fe42cb422";"0007PB039";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"1ae9a8645";"0014PB017";"A0504";"Profesor titular universidad";"PDI"
"3254bc588";"0002PB020";"SP011";"BECARIO";"PDI"
"a8c07c093";"0000PB997";"00060";"AYUDANTE (LOU)";"PDI"
"ef6c439ab";"0000PB997";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"7da54d0d9";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"795a411a9";"0000PB997";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"da9d0f3df";"0014PB002";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"d9873870b";"0025PB047";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f5bc1c56e";"0014PB004";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"7a48f8363";"0027PB006";"10024";"GESTOR";"PAS"
"cdcfc4294";"0020PB029";"00060";"AYUDANTE (LOU)";"PDI"
"24c21cc34";"0026PB016";"00060";"AYUDANTE (LOU)";"PDI"
"dfb0f0041";"0000PB997";"SP011";"BECARIO";"PDI"
"b441499ef";"0020PB029";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f7d04bf03";"0002PB061";"SP011";"BECARIO";"PDI"
"89245ad7a";"0000PB997";"SP011";"BECARIO";"PDI"
"f2a775d6e";"0000PB997";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"1c8e55572";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"755043d81";"0037PB080";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"ff32a5f25";"0000PB997";"SP011";"BECARIO";"PDI"
"ea92c6d3c";"0034PB077";"00060";"AYUDANTE (LOU)";"PDI"
"e5bee002f";"0000PB997";"SP011";"BECARIO";"PDI"
"0df64764a";"0000PB997";"SP011";"BECARIO";"PDI"
"3bf4b6d2f";"0012PB037";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"2af20953e";"0000PB997";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"c9a2631ad";"0000PB997";"SP011";"BECARIO";"PDI"
"d8e305e34";"0000PB997";"SP011";"BECARIO";"PDI"
"7fc3d5cac";"0000PB997";"SP011";"BECARIO";"PDI"
"edc7c8cb0";"0000PB997";"SP011";"BECARIO";"PDI"
"10419cbc3";"0000PB997";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"255e0fb6c";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"48b09a261";"0000PB997";"BECMI2U";"BECARIOS MIN. SEGUNDO PER. FPU(CONTRATO)";"PDI"
"154d455ef";"0000PB997";"BECMI2U";"BECARIOS MIN. SEGUNDO PER. FPU(CONTRATO)";"PDI"
"97e6e2fc0";"0038PB034";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"9e3acd850";"0000PB997";"SP011";"BECARIO";"PDI"
"7e2801f4b";"0000PB997";"00060";"AYUDANTE (LOU)";"PDI"
"b7b57a1ad";"0000PB997";"00060";"AYUDANTE (LOU)";"PDI"
"3bde60873";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"4035e2878";"0027PB003";"SP011";"BECARIO";"PDI"
"6a1b8d1b0";"0000PB997";"SP011";"BECARIO";"PDI"
"9369f5cf0";"0007PB034";"SP011";"BECARIO";"PDI"
"84618595e";"0012PB038";"SP011";"BECARIO";"PDI"
"ce986a43f";"0034PB076";"00060";"AYUDANTE (LOU)";"PDI"
"cef22827d";"0000PB997";"SP011";"BECARIO";"PDI"
"3c3918eaa";"0012PB039";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"2f1593fa1";"0000PB997";"SP011";"BECARIO";"PDI"
"0eb3a5001";"0000PB997";"SP011";"BECARIO";"PDI"
"425c5b2ff";"0000PB997";"SP011";"BECARIO";"PDI"
